Name,Adjusted Character,Attributes,Blessing of the Lantern,BotL Date in GL,BotL Date in JP,BotL Lv.2 Date in JP,BotL Lv.2 in JP,Class,Class Breakthrough,Class Breakthrough Date in GL,Class Breakthrough Date in JP,Continent,Crit,Crit (Lv. 120),E.Atk,E.Atk (Lv. 120),E.Def,E.Def (Lv. 120),GL Release Date,GL Score,GL Tier,General pool,HP,HP (Lv. 120),Influence,JP Release Date,JP Tier,JP game8 Score,Japanese Name,Job,Location,Obtained from,Overcharge,Overcharge Date in GL,Overcharge Date in JP,P.Atk,P.Atk (Lv. 120),P.Def,P.Def (Lv. 120),SP,SP (Lv. 120),Spd,Spd (Lv. 120),Ultimate Priority,Weakness to hit
Kouren,,"Character%20List/Sword%2027.png, Character%20List/Light%2029.png",Available in GL,27 de febrero de 2025,22 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,28 de agosto de 2025,15 de agosto de 2024,Orsterra,343,393,327,377,216,266,24 de agosto de 2022,"4,77",D (4.99 - 4.00),Yes,3222,4042,Wealth,21 de julio de 2021,E,"9,1",コウレン,Warrior,Grandport,Chance Encounters,Available in GL,30 de octubre de 2025,19 de diciembre de 2024,384,449,298,363,291,361,295,330,Leave it at U Lv9,"Light, Sword"
Pearl,,"Character%20List/Staff_Staves%2024.png, Character%20List/Fire%2049.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,14 de marzo de 2024,Orsterra,283,318,355,420,404,469,27 de julio de 2022,,,Yes,2762,3502,Power,28 de octubre de 2020,H,"7,5",パール,Cleric,Clearbrook,Chance Encounters,Available in GL,30 de octubre de 2025,6 de enero de 2025,266,316,277,327,415,495,306,356,,"Fire, Staff"
Tikilen,,"Character%20List/Sword%2057.png, Character%20List/Wind%2056.png",Available in GL,1 de mayo de 2025,11 de abril de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,11 de abril de 2024,Orsterra,290,340,387,437,241,291,7 de septiembre de 2022,"4,2",D (4.99 - 4.00),Never,3062,3882,Wealth,10 de febrero de 2021,E,"9,1",ティキレン,Warrior,Victors Hollow,Tourney,Unavailable,,,324,389,323,388,301,371,290,325,A4 before U Lv10,"Sword, Wind"
Shelby,,"Character%20List/Axe%2035.png, Character%20List/Ice%2042.png",Available in GL,16 de enero de 2025,26 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,29 de agosto de 2024,Orsterra,228,278,301,366,233,283,27 de julio de 2022,,,Yes,3220,4040,Wealth,28 de octubre de 2020,F+,9,シェルビー,Apothecary,Emberglow,Chance Encounters,Available in GL,30 de octubre de 2025,16 de enero de 2025,340,390,387,437,388,458,281,331,,"Axe, Ice"
Elvis,,"Character%20List/Tome%209.png, Character%20List/Lightning_Thunder%209.png",Available in JP,,29 de junio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,22 de noviembre de 2023,Excillant (BRAVELY DEFAULT II),226,276,374,439,305,355,5 de octubre de 2022,"2,47",E (3.99 - 0.00),Never,3136,3796,Fame,28 de abril de 2021,D,"9,2",エルヴィス,Scholar,Theatropolis,Free (Collab Traveler Story),Unavailable,,,246,296,276,326,502,592,273,323,A4 before U Lv10,"Lightning, Tome"
Efrain,,"Character%20List/Staff_Staves%205.png, Character%20List/Fire%2018.png",Available in GL,16 de enero de 2025,14 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,15 de agosto de 2024,Orsterra,288,323,335,400,354,419,25 de octubre de 2023,,,Never,2787,3527,Power,14 de enero de 2021,F,"8,5",エフレン,Cleric,Sunshade,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,27 de marzo de 2025,336,386,272,322,395,475,291,341,,"Fire, Staff"
Hasumi,No,"Character%20List/Fan%2017.png, Character%20List/Light%2024.png",Available in GL,27 de febrero de 2025,22 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,28 de agosto de 2025,15 de agosto de 2024,Orsterra,264,299,417,482,356,406,31 de agosto de 2022,"4,92",D (4.99 - 4.00),Yes,2756,3576,Power,22 de septiembre de 2021,D,"9,2",ハスミ,Dancer,Grandport,Chance Encounters,Available in GL,,19 de diciembre de 2024,230,280,265,315,502,572,317,382,Leave it at U Lv9,"Fan, Light"
Sazantos EX,,"Character%20List/Spear_Polearm%2033.png, Character%20List/Fire%2058.png, Character%20List/Wind%2044.png",Available in GL,17 de julio de 2025,20 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,17 de julio de 2025,20 de junio de 2024,Orsterra,346,381,225,275,245,295,17 de julio de 2025,9,S+ (10.00 - 9.00),Never,3220,4120,Power,20 de junio de 2024,A,"9,7",サザントスEx,Merchant,Memoir,Final Fantasy IV Crossover Guidance,Available in JP,,19 de diciembre de 2024,479,544,288,338,342,422,300,335,,"Fire, Polearm, Wind"
Tithi,,"Character%20List/Fan%2037.png, Character%20List/Lightning_Thunder%2045.png",Available in GL,13 de marzo de 2025,7 de diciembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,13 de marzo de 2025,7 de diciembre de 2023,Orsterra,239,274,417,482,337,387,5 de abril de 2023,6,B (6.99 - 6.00),Never,2776,3596,Fame,1 de diciembre de 2021,B,"9,5",ティティ,Dancer,Sufrataljah,Sacred Blaze Guidance,Available in JP,,27 de febrero de 2025,230,280,227,277,494,564,412,477,Leave it at U Lv9,"Fan, Lightning"
Bargello,No,"Character%20List/Dagger%206.png, Character%20List/Wind%205.png",Available in GL,3 de julio de 2025,2 de mayo de 2024,22 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,3 de julio de 2025,2 de mayo de 2024,Orsterra,368,418,241,291,258,308,24 de enero de 2024,9,S+ (10.00 - 9.00),Never,2932,3752,Wealth,28 de octubre de 2022,A,"9,7",バルジェロ,Thief,Memoir,Traveler of Memories,Available in JP,,,423,488,275,295,332,412,380,445,A4 before U Lv10,"Dagger, Wind"
José,,"Character%20List/Staff_Staves%2011.png, Character%20List/Light%2027.png",Available in GL,16 de enero de 2025,22 de junio de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,31 de enero de 2024,Orsterra,283,318,345,410,394,459,27 de julio de 2022,,,Yes,2782,3522,Fame,28 de octubre de 2020,G,8,ホセ,Cleric,Cragspear,Chance Encounters,Available in GL,30 de octubre de 2025,,276,326,297,347,405,485,296,346,,"Light, Staff"
Harley,,"Character%20List/Fan%2015.png, Character%20List/Wind%2016.png",Available in GL,15 de mayo de 2025,14 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,15 de mayo de 2025,11 de abril de 2024,Orsterra,262,297,380,445,351,401,28 de diciembre de 2022,"4,23",D (4.99 - 4.00),Yes,2831,3651,Fame,10 de febrero de 2021,C,"9,3",ハーレー,Dancer,Victors Hollow,Chance Encounters,Available in GL,,27 de marzo de 2025,257,307,239,289,452,522,356,421,U Lv10 before A1,"Fan, Wind"
Tytos,,"Character%20List/Sword%2059.png, Character%20List/Lightning_Thunder%2046.png",Available in GL,18 de diciembre de 2025,2 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,18 de diciembre de 2025,2 de noviembre de 2023,Orsterra,338,388,257,307,231,281,26 de julio de 2023,5,C (5.99 - 5.00),Never,3252,4072,Power,28 de abril de 2022,D,"9,2",タイタス,Warrior,Memoir,Champion of Memories,Available in GL,18 de diciembre de 2025,24 de octubre de 2024,449,514,358,423,306,376,280,315,Leave it at U Lv9,"Lightning, Sword"
Gertrude,,"Character%20List/Axe%2012.png, Character%20List/Dark%2021.png",Available in GL,1 de mayo de 2025,31 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,22 de mayo de 2025,31 de enero de 2024,Orsterra,246,296,306,371,222,272,11 de enero de 2023,5,C (5.99 - 5.00),Never,3235,4055,Wealth,10 de junio de 2021,E,"9,1",ガートルード,Apothecary,Sufrataljah,Tourney,Unavailable,,,404,454,321,371,388,458,231,281,A4 before U Lv10,"Axe, Dark"
Odette,,"Character%20List/Tome%2033.png, Character%20List/Wind%2036.png, Character%20List/Light%2044.png",Available in GL,13 de marzo de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,13 de marzo de 2025,31 de enero de 2024,Orsterra,221,271,409,474,320,370,21 de septiembre de 2022,"6,86",B (6.99 - 6.00),Never,2911,3571,Power,1 de julio de 2021,C,"9,4",オデット,Scholar,Sunshade,Sacred Blaze Guidance,Unavailable,,,226,276,281,331,567,657,313,363,Leave it at U Lv9,"Light, Tome, Wind"
Barrad,,"Character%20List/Spear_Polearm%202.png, Character%20List/Fire%207.png",Available in GL,16 de enero de 2025,6 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,28 de marzo de 2024,Orsterra,246,281,285,335,275,325,27 de julio de 2022,,,Yes,3470,4370,Power,28 de octubre de 2020,F,"8,5",バラッド,Merchant,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,27 de febrero de 2025,366,431,348,398,322,402,220,255,,"Fire, Polearm"
Narr,,"Character%20List/Bow%2025.png, Character%20List/Dark%2029.png",Available in GL,16 de enero de 2025,28 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,4 de julio de 2024,Orsterra,246,311,390,440,444,464,14 de febrero de 2024,,,Never,2692,3512,Wealth,12 de noviembre de 2021,F,8,ナール,Hunter,Valore,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,,251,316,282,332,422,502,296,346,,"Bow, Dark"
Agnea,,"Character%20List/Fan.png, Character%20List/Wind.png",Available in GL,23 de enero de 2025,28 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,23 de enero de 2025,28 de octubre de 2023,Solistia,262,297,402,467,337,387,23 de enero de 2025,"7,75",A (8.24 - 7.00),Never,2776,3596,Approval,28 de octubre de 2023,B,"9,6",アグネア,Dancer,Memoir Logs,Memoirs of Solistia,Available in JP,,20 de marzo de 2025,235,285,235,285,544,614,382,447,,"Fan, Wind"
Telly,,"Character%20List/Staff_Staves%2032.png, Character%20List/Ice%2045.png",Available in GL,16 de enero de 2025,6 de julio de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,4 de enero de 2024,Orsterra,283,318,350,415,399,464,27 de julio de 2022,,,Yes,2772,3512,Wealth,28 de octubre de 2020,H,"7,5",テリー,Cleric,Emberglow,Chance Encounters,Available in GL,30 de octubre de 2025,5 de diciembre de 2024,271,321,282,332,420,500,296,346,,"Ice, Staff"
Ophilia,,"Character%20List/Staff_Staves%2023.png, Character%20List/Light%2045.png",Available in GL,23 de enero de 2025,13 de julio de 2023,20 de noviembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,10 de julio de 2025,8 de agosto de 2024,Orsterra,258,293,380,445,399,464,25 de enero de 2023,"5,38",C (5.99 - 5.00),Yes,2757,3497,Fame,28 de octubre de 2021,B,"9,5",オフィーリア,Cleric,Emberglow,Chance Encounters,Available in GL,30 de octubre de 2025,24 de octubre de 2024,251,301,292,342,470,550,291,341,U Lv10 before A1,"Light, Staff"
Isla,,"Character%20List/Tome%2016.png, Character%20List/Fire%2027.png, Character%20List/Lightning_Thunder%2015.png",Available in GL,16 de enero de 2025,12 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,12 de octubre de 2023,Orsterra,226,276,414,479,325,375,28 de agosto de 2024,"8,27",S (8.99 - 8.25),Never,2746,3406,Approval,12 de octubre de 2023,A,"9,7",アイラ,Scholar,Memoir,Traveler of Memories,Available in JP,,6 de marzo de 2025,211,261,281,331,582,672,363,413,,"Fire, Lightning, Tome"
Peredir,,"Character%20List/Tome%2036.png, Character%20List/Fire%2050.png",Available in GL,16 de enero de 2025,17 de agosto de 2023,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,18 de enero de 2024,Orsterra,231,281,357,422,330,380,27 de julio de 2022,,,Yes,2886,3546,Fame,28 de octubre de 2020,F,8,ペレディール,Scholar,Valore,Chance Encounters,Available in GL,30 de octubre de 2025,24 de octubre de 2024,241,291,305,355,557,647,278,328,,"Fire, Ice, Tome"
Krauser,,"Character%20List/Spear_Polearm%2016.png, Character%20List/Wind%2021.png",Available in GL,22 de mayo de 2025,24 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,22 de mayo de 2025,22 de febrero de 2024,Orsterra,270,305,240,290,300,350,23 de agosto de 2023,"6,36",B (6.99 - 6.00),Never,3330,4230,Power,14 de abril de 2022,E,"9,1",クラウザー,Merchant,Memoir,Traveler of Memories,Available in JP,,25 de septiembre de 2025,444,509,373,423,322,402,215,250,A4 before U Lv10,"Polearm, Wind"
Ringabel,,"Character%20List/Sword%2046.png, Character%20List/Dark%2044.png",Available in GL,3 de abril de 2025,22 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,3 de abril de 2025,22 de noviembre de 2023,Luxendarc (BRAVELY DEFAULT),388,438,227,277,256,306,3 de abril de 2025,"7,67",A (8.24 - 7.00),Never,3232,4052,Wealth,22 de noviembre de 2023,B,"9,6",リングアベル,Warrior,Memoir,BRAVELY DEFAULT Crossover Guidance,Unavailable,,,434,499,348,413,296,366,235,270,,"Dark, Sword"
Sunny,,"Character%20List/Bow%2035.png, Character%20List/Dark%2053.png",Available in GL,16 de enero de 2025,20 de julio de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,22 de noviembre de 2023,Orsterra,320,385,195,245,248,268,27 de julio de 2022,,,Yes,2232,3052,Wealth,28 de octubre de 2020,H,7,サニー,Hunter,Valore,Chance Encounters,Available in GL,30 de octubre de 2025,16 de enero de 2025,307,372,176,226,296,376,290,340,,"Bow, Dark"
Yukes,,"Character%20List/Staff_Staves%2035.png, Character%20List/Fire%2072.png",Available in GL,20 de marzo de 2025,7 de diciembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,14 de agosto de 2025,6 de junio de 2024,Orsterra,238,273,385,450,399,464,15 de noviembre de 2023,"2,36",E (3.99 - 0.00),Yes,2772,3512,Wealth,12 de mayo de 2022,C,"9,4",ユークス,Cleric,Sunshade,Chance Encounters,Available in JP,,21 de noviembre de 2024,241,291,273,323,415,495,371,421,Leave it at U Lv9,"Fire, Staff"
Yugo,,"Character%20List/Sword%2061.png, Character%20List/Ice%2051.png",Available in GL,16 de enero de 2025,20 de julio de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,29 de febrero de 2024,Orsterra,323,373,247,297,246,296,27 de julio de 2022,,,Yes,3222,4042,Fame,28 de octubre de 2020,H,"7,5",ウーゴ,Warrior,Clearbrook,Chance Encounters,Available in GL,30 de octubre de 2025,30 de enero de 2025,399,464,353,418,281,351,285,320,,"Ice, Sword"
Serenoa,,"Character%20List/Sword%2051.png, Character%20List/Fire%2059.png",Available in GL,29 de mayo de 2025,4 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,29 de mayo de 2025,4 de enero de 2024,Norzelia (TRIANGLE STRATEGY),348,398,242,292,216,266,20 de septiembre de 2023,5,C (5.99 - 5.00),Never,3222,4042,Power,28 de julio de 2022,D,"9,2",セレノア,Warrior,Memoir,Free (Collab Traveler Story),Available in JP,,17 de julio de 2025,379,444,338,403,301,371,315,350,A4 before U Lv10,"Fire, Sword"
Agnès,,"Character%20List/Staff_Staves.png, Character%20List/Wind%201.png, Character%20List/Light%202.png",Available in GL,10 de abril de 2025,29 de junio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,10 de abril de 2025,30 de noviembre de 2023,Luxendarc (BRAVELY DEFAULT),258,293,390,455,394,459,19 de octubre de 2022,"4,45",D (4.99 - 4.00),Never,2777,3517,Fame,13 de mayo de 2021,B,"9,5",アニエス,Cleric,Nameless Town,BRAVELY DEFAULT Crossover Guidance,Unavailable,,,256,306,287,337,395,475,331,381,Leave it at U Lv9,"Light, Staff, Wind"
Therion,,"Character%20List/Dagger%2038.png, Character%20List/Fire%2067.png",Available in GL,23 de enero de 2025,27 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,10 de julio de 2025,8 de agosto de 2024,Orsterra,318,368,301,351,228,278,24 de noviembre de 2022,"7,12",A (8.24 - 7.00),Yes,2892,3712,Wealth,1 de enero de 2022,D,"9,2",テリオン,Thief,Cragspear,Chance Encounters,Available in JP,,5 de junio de 2025,378,443,255,275,332,412,445,510,Leave it at U Lv9,"Dagger, Fire"
Tahir,,"Character%20List/Sword%2055.png, Character%20List/Fire%2065.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,23 de mayo de 2024,Orsterra,325,375,237,287,249,299,27 de julio de 2022,,,Yes,3244,4064,Fame,28 de octubre de 2020,F,8,ターヒル,Warrior,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,6 de enero de 2025,391,456,338,403,282,352,278,313,,"Fire, Sword"
Hikari,,"Character%20List/Sword%2024.png, Character%20List/Spear_Polearm%2014.png, Character%20List/Dagger%2017.png, Character%20List/Axe%2014.png, Character%20List/Bow%2014.png, Character%20List/Staff_Staves%209.png, Character%20List/Tome%2015.png, Character%20List/Fan%2019.png",Available in GL,26 de junio de 2025,1 de enero de 2024,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,26 de junio de 2025,1 de enero de 2024,Solistia,303,353,217,267,271,321,26 de junio de 2025,"8,44",S (8.99 - 8.25),Never,3242,4062,Domination,1 de enero de 2024,B,"9,6",ヒカリ,Warrior,Memoir Logs,Memoirs of Solistia,Available in GL,11 de diciembre de 2025,9 de enero de 2025,429,494,358,423,306,376,295,330,,"Axe, Bow, Dagger, Fan, Polearm, Staff, Sword, Tome"
A2,,"Character%20List/Dagger.png, Character%20List/Sword%201.png, Character%20List/Axe%201.png",Available in GL,4 de septiembre de 2025,14 de marzo de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,4 de septiembre de 2025,14 de marzo de 2024,NieR Universe (NieR series),368,418,80,130,248,298,22 de marzo de 2023,"6,72",B (6.99 - 6.00),Never,3012,3832,Power,1 de marzo de 2022,C,"9,4",A2,Thief,Memoir,NieR:Automata Crossover Guidance,Available in JP,,28 de noviembre de 2024,454,519,305,325,332,412,450,515,A4 before U Lv10,"Axe, Dagger, Sword"
Cerna,,"Character%20List/Spear_Polearm%206.png, Character%20List/Dark%2010.png",Available in GL,16 de enero de 2025,26 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,18 de julio de 2024,Orsterra,251,286,223,273,230,280,30 de agosto de 2023,,,Never,2481,3381,Wealth,28 de octubre de 2020,F,"8,5",チェルナ,Merchant,Donescu,Exchange Elite Fragments,Available in GL,,30 de octubre de 2025,301,366,307,357,239,319,181,216,,"Dark, Polearm"
Julio,,"Character%20List/Tome%2017.png, Character%20List/Ice%2019.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,,18 de julio de 2024,Orsterra,184,234,284,349,280,330,27 de julio de 2022,,,Yes,2266,2926,Fame,28 de octubre de 2020,H,7,フリオ,Scholar,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,19 de diciembre de 2024,206,256,251,301,457,547,233,283,,"Ice, Tome"
Rinyuu,,"Character%20List/Staff_Staves%2028.png, Character%20List/Bow%2031.png, Character%20List/Lightning_Thunder%2037.png",Available in GL,27 de marzo de 2025,19 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,27 de marzo de 2025,19 de octubre de 2023,Orsterra,253,288,370,435,424,489,18 de octubre de 2023,"8,07",A (8.24 - 7.00),Never,2702,3442,Fame,30 de junio de 2022,A,"9,7",リンユウ,Cleric,Memoir,Traveler of Memories,Unavailable,,,241,291,322,372,485,565,286,336,Ultimate not worth,"Bow, Lightning, Staff"
Madelaine,,"Character%20List/Staff_Staves%2015.png, Character%20List/Lightning_Thunder%2023.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,8 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️,Available in GL,,23 de mayo de 2024,Orsterra,284,319,355,420,393,458,27 de julio de 2022,,,Yes,2777,3517,Wealth,28 de octubre de 2020,F,8,マドレーヌ,Cleric,Clearbrook,Chance Encounters,Available in GL,30 de octubre de 2025,7 de noviembre de 2024,281,331,272,322,408,488,291,341,,"Lightning, Staff"
Partitio,,"Character%20List/Spear_Polearm%2028.png, Character%20List/Bow%2029.png",Available in GL,16 de enero de 2025,12 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,12 de octubre de 2023,Solistia,246,281,235,285,290,340,16 de enero de 2025,"8,13",A (8.24 - 7.00),Never,3400,4300,Opulence,12 de octubre de 2023,B,"9,5",パルテティオ,Merchant,Memoir Logs,Memoirs of Solistia,Unavailable,,,384,449,358,408,402,482,255,290,,"Bow, Polearm"
Agnea EX,,"Character%20List/Bow.png, Character%20List/Light%201.png, Character%20List/Dark%201.png",Available in GL,17 de julio de 2025,20 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,17 de julio de 2025,20 de junio de 2024,Solistia,305,370,400,450,233,253,17 de julio de 2025,"7,53",A (8.24 - 7.00),Never,2872,3692,Fame,20 de junio de 2024,B,"9,6",アグネアEx,Hunter,Memoir,Final Fantasy IV Crossover Guidance,Available in JP,,19 de diciembre de 2024,432,497,213,263,386,466,340,390,,"Bow, Dark, Light"
Cardona,,"Character%20List/Spear_Polearm%203.png, Character%20List/Ice%205.png",Available in GL,20 de febrero de 2025,9 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,7 de agosto de 2025,18 de julio de 2024,Orsterra,246,281,305,355,280,330,26 de octubre de 2022,4,D (4.99 - 4.00),Yes,3400,4300,Fame,5 de agosto de 2021,E,"9,1",カルドナ,Merchant,Atlasdam,Chance Encounters,Unavailable,,,374,439,343,393,357,437,225,260,Leave it at U Lv9,"Ice, Polearm"
Mabel,,"Character%20List/Fan%2023.png, Character%20List/Lightning_Thunder%2022.png",Available in GL,16 de enero de 2025,12 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,29 de agosto de 2024,Orsterra,272,307,377,442,342,392,27 de julio de 2022,,,Yes,2770,3590,Power,28 de octubre de 2020,F+,9,メイベル,Dancer,Sheperd's Rock,Chance Encounters,Available in GL,30 de octubre de 2025,,250,300,246,296,489,559,344,409,,"Fan, Lightning"
Lars,,"Character%20List/Sword%2028.png, Character%20List/Wind%2023.png",Available in GL,15 de mayo de 2025,4 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,15 de mayo de 2025,11 de abril de 2024,Orsterra,328,378,257,307,251,301,1 de marzo de 2023,"6,53",B (6.99 - 6.00),Yes,3162,3982,Power,7 de octubre de 2021,E,"9,1",ラース,Warrior,Sufrataljah,Chance Encounters,Available in GL,30 de octubre de 2025,29 de mayo de 2025,419,484,308,373,301,371,315,350,A1 then U Lv10,"Sword, Wind"
Fabio,,"Character%20List/Fan%2011.png, Character%20List/Wind%2014.png",Available in GL,16 de enero de 2025,9 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,1 de agosto de 2024,Orsterra,272,307,376,441,342,392,27 de julio de 2022,,,Yes,2776,3596,Wealth,28 de octubre de 2020,F,"8,5",ファビオ,Dancer,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,24 de octubre de 2024,250,300,255,305,480,550,337,402,,"Fan, Wind"
Lynette,,"Character%20List/Fan%2022.png, Character%20List/Fire%2034.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,28 de marzo de 2024,Orsterra,272,307,402,467,342,392,27 de julio de 2022,"6,35",B (6.99 - 6.00),Yes,2786,3606,Power,28 de octubre de 2020,B,"9,6",リネット,Dancer,Cragspear,Chance Encounters,Available in JP,,27 de marzo de 2025,250,300,240,290,499,569,342,407,U Lv10 Game Changer,"Fan, Fire"
Paula,,"Character%20List/Fan%2031.png, Character%20List/Dark%2038.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,6 de junio de 2024,Orsterra,277,312,387,452,332,382,25 de octubre de 2023,,,Never,2776,3596,Power,28 de enero de 2021,F+,9,ポーラ,Dancer,Victors Hollow,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,27 de febrero de 2025,245,295,245,295,489,559,347,412,,"Dark, Fan"
Streibough,,"Character%20List/Tome%2042.png, Character%20List/Fire%2064.png, Character%20List/Ice%2044.png, Character%20List/Lightning_Thunder%2042.png, Character%20List/Wind%2052.png, Character%20List/Dark%2052.png",Available in JP,,27 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,27 de junio de 2024,Kingdom of Lucrece (Live A Live),221,271,419,484,335,385,26 de junio de 2024,"4,1",D (4.99 - 4.00),Never,2996,3656,Power,16 de marzo de 2023,B,"9,6",ストレイボウ,Scholar,Memoir,Live A Live Crossover Guidance,Unavailable,,,216,266,276,326,567,657,313,363,A4 before U Lv10,"Dark, Fire, Ice, Lightning, Tome, Wind"
Morffins,,"Character%20List/Axe%2022.png, Character%20List/Ice%2030.png",Available in GL,13 de marzo de 2025,17 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,13 de marzo de 2025,18 de enero de 2024,Solistia,238,288,441,506,238,288,13 de marzo de 2025,"4,62",D (4.99 - 4.00),Yes,3220,4040,Approval,17 de agosto de 2023,D,"9,2",モーフィンス,Apothecary,Memoir Logs,Chance Encounters,Available in JP,,8 de mayo de 2025,295,345,352,402,458,528,231,281,,"Axe, Ice"
Diego,,"Character%20List/Dagger%2010.png, Character%20List/Fire%2013.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,8 de enero de 2026,Available in JP,⭐️⭐️⭐️,Available in GL,,9 de mayo de 2024,Orsterra,338,388,246,296,253,303,27 de julio de 2022,,,Yes,2902,3722,Fame,28 de octubre de 2020,H,"7,5",ディエゴ,Thief,Theatropolis,Chance Encounters,Available in GL,30 de octubre de 2025,,363,428,300,320,317,397,410,475,,"Dagger, Fire"
Heathcote,,"Character%20List/Dagger%2016.png, Character%20List/Wind%2017.png",Available in GL,15 de mayo de 2025,20 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,15 de mayo de 2025,11 de abril de 2024,Orsterra,343,393,286,336,253,303,3 de agosto de 2022,"2,4",E (3.99 - 0.00),Yes,2822,3642,Power,12 de noviembre de 2020,E,"9,1",ヒースコート,Thief,Cragspear,Chance Encounters,Available in JP,,5 de diciembre de 2024,348,413,280,300,342,422,420,485,Ultimate not worth,"Dagger, Wind"
