Name,Adjusted Character,Attributes,Blessing of the Lantern,BotL Date in GL,BotL Date in JP,BotL Lv.2 Date in JP,BotL Lv.2 in JP,Class,Class Breakthrough,Class Breakthrough Date in GL,Class Breakthrough Date in JP,Continent,Crit,Crit (Lv. 120),E.Atk,E.Atk (Lv. 120),E.Def,E.Def (Lv. 120),GL Release Date,GL Score,GL Tier,General pool,HP,HP (Lv. 120),Influence,JP Release Date,JP Tier,JP game8 Score,Japanese Name,Job,Location,Obtained from,Overcharge,Overcharge Date in GL,Overcharge Date in JP,P.Atk,P.Atk (Lv. 120),P.Def,P.Def (Lv. 120),SP,SP (Lv. 120),Spd,Spd (Lv. 120),Ultimate Priority,Weakness to hit
Z’aanta,No,"Character%20List/Bow%2041.png, Character%20List/Dagger%2046.png, Character%20List/Fan%2041.png, Character%20List/Light%2069.png",Available in GL,6 de marzo de 2025,14 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,6 de marzo de 2025,28 de marzo de 2024,Orsterra,365,430,290,340,233,253,9 de noviembre de 2022,"5,25",C (5.99 - 5.00),Yes,3.222,4.042,Wealth,28 de enero de 2021,E,"9,1",ザンター,Hunter,Victors Hollow,Chance Encounters,Unavailable,,,397,462,238,288,371,451,315,365,Leave it at U Lv9,"Bow, Dagger, Fan, Light"
Tiziano,No,"Character%20List/Dagger%2042.png, Character%20List/Wind%2060.png",Available in GL,18 de septiembre de 2025,28 de abril de 2024,8 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,18 de septiembre de 2025,28 de abril de 2024,Orsterra,308,358,241,291,243,293,18 de septiembre de 2025,"9,49",S (9.49 - 8.50),Never,2.912,3.732,Wealth,28 de abril de 2024,S,"9,8",ティツィアーノ,Thief,Memoir,Traveler of Memories,Available in JP,,5 de diciembre de 2024,398,463,270,290,372,452,460,525,,"Dagger, Wind"
Cardona,No,"Character%20List/Spear_Polearm%203.png, Character%20List/Ice%205.png",Available in GL,20 de febrero de 2025,9 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,7 de agosto de 2025,18 de julio de 2024,Orsterra,246,281,305,355,280,330,26 de octubre de 2022,"4,15",D (4.99 - 4.00),Yes,3.400,4.300,Fame,5 de agosto de 2021,E,"9,1",カルドナ,Merchant,Atlasdam,Chance Encounters,Unavailable,,,374,439,343,393,357,437,225,260,Leave it at U Lv9,"Ice, Polearm"
Lianna,No,"Character%20List/Staff_Staves%2013.png, Character%20List/Ice%2025.png",Available in GL,13 de marzo de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,2 de octubre de 2025,1 de agosto de 2024,Orsterra,283,318,360,425,429,494,24 de noviembre de 2022,"4,3",D (4.99 - 4.00),Never,2.762,3.502,Fame,1 de septiembre de 2021,C,"9,4",リアナ,Cleric,Cathedral of Thytos,Sacred Blaze Guidance,Unavailable,,,256,306,312,362,350,430,276,326,Ultimate not worth,"Ice, Staff"
Viola EX,No,"Character%20List/Tome%2048.png, Character%20List/Fire%2073.png, Character%20List/Ice%2049.png, Character%20List/Light%2065.png",Available in GL,12 de febrero de 2026,13 de febrero de 2025,18 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,12 de febrero de 2026,13 de febrero de 2025,Overworld (Dragon Quest III),201,251,489,554,310,360,12 de febrero de 2026,,,Never,2.896,3.556,Opulence,13 de febrero de 2025,S,"9,8",ヴィオラEx,Scholar,Memoir,Dragon Quest III Crossover Guidance,Available in GL,12 de febrero de 2026,13 de febrero de 2025,221,271,246,296,572,662,318,368,,"Fire, Ice, Light, Tome"
Stia,Unreleased in GL,"Character%20List/Axe%2042.png, Character%20List/Staff%209.png, Character%20List/Tome%2043.png, Character%20List/Wind%2054.png",Available in JP,,22 de enero de 2026,22 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,22 de enero de 2026,Orsterra,333,383,311,376,298,348,,,,Never,3.720,4.540,Fame,22 de enero de 2026,A,"9,7",,Apothecary,Memoir,Traveler of Memories,Available in JP,,22 de enero de 2026,485,535,417,467,408,478,291,341,,"Axe, Staff, Tome, Wind"
Temenos,No,"Character%20List/Staff_Staves%2033.png, Character%20List/Light%2062.png",Available in GL,23 de enero de 2025,28 de octubre de 2023,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,23 de enero de 2025,28 de octubre de 2023,Solistia,258,293,410,475,399,464,23 de enero de 2025,"6,43",B (6.99 - 6.00),Never,2.712,3.452,Domination,28 de octubre de 2023,B,"9,6",テメノス,Cleric,Memoir Logs,Memoirs of Solistia,Available in GL,27 de noviembre de 2025,21 de noviembre de 2024,261,311,297,347,460,540,296,346,,"Light, Staff"
Osvald,Yes,"Character%20List/Tome%2037.png, Character%20List/Fire%2050.png, Character%20List/Ice%2037.png, Character%20List/Lightning_Thunder%2029.png",Available in GL,24 de abril de 2025,18 de enero de 2024,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,24 de abril de 2025,18 de enero de 2024,Solistia,291,341,489,554,315,365,24 de abril de 2025,"8,5",S (9.49 - 8.50),Never,2.736,3.396,Domination,18 de enero de 2024,A,"9,7",オズバルド,Scholar,Memoir Logs,Memoirs of Solistia,Available in GL,22 de enero de 2026,31 de octubre de 2024,211,261,266,316,592,682,238,288,,"Fire, Ice, Lightning, Tome"
Sazantos EX,Yes,"Character%20List/Spear_Polearm%2033.png, Character%20List/Fire%2061.png, Character%20List/Wind%2047.png",Available in GL,17 de julio de 2025,20 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,17 de julio de 2025,20 de junio de 2024,Orsterra,346,381,225,275,245,295,17 de julio de 2025,"8,71",S (9.49 - 8.50),Never,3.220,4.120,Power,20 de junio de 2024,A,"9,7",サザントスEx,Merchant,Memoir,Final Fantasy IV Crossover Guidance,Available in JP,,19 de diciembre de 2024,479,544,288,338,342,422,300,335,,"Fire, Polearm, Wind"
Nephti,Yes,"Character%20List/Axe%2024.png, Character%20List/Staff_Staves%2021.png, Character%20List/Tome%2029.png",Available in GL,17 de abril de 2025,21 de septiembre de 2023,22 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,17 de abril de 2025,21 de diciembre de 2023,Orsterra,203,253,251,316,360,410,21 de febrero de 2024,"7,71",A (8.49 - 7.00),Never,3.200,4.020,Fame,19 de enero de 2023,B,"9,5",ネフティ,Apothecary,Memoir,Traveler of Memories,Available in JP,,25 de septiembre de 2025,355,405,400,450,348,418,286,336,A4 before U Lv10,"Axe, Staff, Tome"
Auguste,Yes,"Character%20List/Dagger%204.png, Character%20List/Tome%202.png, Character%20List/Dark%204.png",Available in GL,18 de diciembre de 2025,2 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,18 de diciembre de 2025,2 de noviembre de 2023,Orsterra,258,308,286,336,270,320,26 de julio de 2023,"6,54",B (6.99 - 6.00),Never,3.122,3.942,Fame,28 de abril de 2022,D,"9,2",アーギュスト,Thief,Memoir,Champion of Memories,Available in GL,18 de diciembre de 2025,24 de octubre de 2024,408,473,303,323,337,417,400,465,A4 before U Lv10,"Dagger, Dark, Tome"
Jillmeila,No,"Character%20List/Bow%2017.png, Character%20List/Dark%2024.png",Available in GL,27 de febrero de 2025,17 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,21 de agosto de 2025,15 de agosto de 2024,Orsterra,405,470,276,326,254,274,15 de febrero de 2023,4,D (4.99 - 4.00),Yes,2.902,3.722,Power,9 de septiembre de 2021,D,"9,2",ジルメイラ,Hunter,I'cirlo,Chance Encounters,Unavailable,,,403,468,226,276,375,455,340,390,Leave it at U Lv9,"Bow, Dark"
Aoi,Unreleased in GL,"Character%20List/Sword%205.png, Character%20List/Lightning%201.png, Character%20List/Wind%203.png",Available in JP,,19 de junio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,,Solistia,288,338,242,292,231,281,,,,Never,3.212,4.032,Domination,19 de junio de 2025,A,"9,7",アオイ,Warrior,Memoir Logs,Tourney,Available in JP,,,439,504,293,358,306,376,345,380,,"Lightning, Sword, Wind"
Edgar,Unreleased in GL,"Character%20List/Polearm%201.png, Character%20List/Axe%208.png, Character%20List/Bow%208.png, Character%20List/Light%2018.png",Available in JP,,28 de agosto de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,28 de agosto de 2025,World of Balance (Final Fantasy VI),261,296,225,275,290,340,,,,Never,3.440,4.340,Fame,28 de agosto de 2025,S+,"9,9",エドガー,Merchant,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,,28 de agosto de 2025,414,479,358,408,382,462,225,260,,"Axe, Bow, Light, Polearm"
Oersted,No,"Character%20List/Sword%2041.png, Character%20List/Spear_Polearm%2024.png, Character%20List/Staff_Staves%2022.png, Character%20List/Fire%2047.png, Character%20List/Wind%2039.png, Character%20List/Dark%2035.png",Available in JP,,27 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,27 de junio de 2024,Kingdom of Lucrece (Live A Live),333,383,247,297,251,301,26 de junio de 2024,5,C (5.99 - 5.00),Never,3.232,4.052,Fame,16 de marzo de 2023,D,"9,2",オルステッド,Warrior,Memoir,Live A Live Crossover Guidance,Unavailable,,,409,474,338,403,316,386,285,320,Leave it at U Lv9,"Dark, Fire, Polearm, Staff, Sword, Wind"
Agnea EX,Yes,"Character%20List/Bow.png, Character%20List/Light%201.png, Character%20List/Dark%201.png",Available in GL,17 de julio de 2025,20 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,17 de julio de 2025,20 de junio de 2024,Solistia,305,370,400,450,233,253,17 de julio de 2025,"7,86",A (8.49 - 7.00),Never,2.872,3.692,Fame,20 de junio de 2024,B,"9,6",アグネアEx,Hunter,Memoir,Final Fantasy IV Crossover Guidance,Available in JP,,19 de diciembre de 2024,432,497,213,263,386,466,340,390,,"Bow, Dark, Light"
Tikilen,No,"Character%20List/Sword%2059.png, Character%20List/Wind%2059.png",Available in GL,1 de mayo de 2025,11 de abril de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,11 de abril de 2024,Orsterra,290,340,387,437,241,291,7 de septiembre de 2022,"4,29",D (4.99 - 4.00),Never,3.062,3.882,Wealth,10 de febrero de 2021,E,"9,1",ティキレン,Warrior,Victors Hollow,Tourney,Unavailable,,,324,389,323,388,301,371,290,325,A4 before U Lv10,"Sword, Wind"
Largo,No,"Character%20List/Spear_Polearm%2017.png, Character%20List/Bow%2020.png, Character%20List/Fire%2033.png, Character%20List/Lightning_Thunder%2017.png",Available in GL,12 de junio de 2025,6 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,12 de junio de 2025,6 de junio de 2024,Orsterra,212,247,367,417,266,316,19 de abril de 2023,"3,75",E (3.99 - 0.00),Never,3.260,4.160,Fame,23 de diciembre de 2021,D,"9,2",ラルゴ,Merchant,Atlasdam,Tourney,Unavailable,,,311,376,326,376,347,427,240,275,A4 before U Lv10,"Bow, Fire, Lightning, Polearm"
Streibough,No,"Character%20List/Tome%2044.png, Character%20List/Fire%2067.png, Character%20List/Ice%2046.png, Character%20List/Lightning_Thunder%2042.png, Character%20List/Wind%2055.png, Character%20List/Dark%2054.png",Available in JP,,27 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,27 de junio de 2024,Kingdom of Lucrece (Live A Live),221,271,419,484,335,385,26 de junio de 2024,"4,5",D (4.99 - 4.00),Never,2.996,3.656,Power,16 de marzo de 2023,B,"9,6",ストレイボウ,Scholar,Memoir,Live A Live Crossover Guidance,Unavailable,,,216,266,276,326,567,657,313,363,A4 before U Lv10,"Dark, Fire, Ice, Lightning, Tome, Wind"
Roland,Yes,"Character%20List/Spear_Polearm%2032.png, Character%20List/Lightning_Thunder%2038.png",Available in GL,29 de mayo de 2025,4 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,29 de mayo de 2025,4 de enero de 2024,Norzelia (TRIANGLE STRATEGY),316,351,275,325,260,310,20 de septiembre de 2023,"7,44",A (8.49 - 7.00),Never,3.020,3.920,Fame,28 de julio de 2022,D,"9,2",ロラン,Merchant,Memoir,TRIANGLE STRATEGY Crossover Guidance,Available in JP,,17 de julio de 2025,394,459,328,378,332,412,365,400,A1 then U Lv10,"Lightning, Polearm"
Sofia EX,No,"Character%20List/Axe%2039.png, Character%20List/Wind%2052.png",Available in GL,14 de agosto de 2025,8 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,14 de agosto de 2025,25 de julio de 2024,Orsterra,246,296,389,454,335,385,9 de agosto de 2023,"5,57",C (5.99 - 5.00),Never,2.896,3.716,Wealth,8 de agosto de 2022,C,"9,4",ソフィアEx,Apothecary,Emberglow,The Marine Travelers,Available in JP,,14 de agosto de 2025,231,281,291,341,562,632,283,333,Leave it at U Lv9,"Axe, Wind"
Mirgardi,No,"Character%20List/Fan%2027.png, Character%20List/Axe%2021.png, Character%20List/Fire%2038.png, Character%20List/Wind%2032.png",Available in GL,1 de mayo de 2025,21 de diciembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,1 de mayo de 2025,21 de diciembre de 2023,Solistia,240,275,292,357,277,327,1 de mayo de 2025,"4,86",D (4.99 - 4.00),Never,2.886,3.706,Opulence,30 de enero de 2024,D,"9,2",ミルガルディ,Dancer,Memoir Logs,Tourney,Unavailable,,,415,465,267,317,434,504,342,407,,"Axe, Fan, Fire, Wind"
Lionel,Yes,"Character%20List/Sword%2030.png, Character%20List/Ice%2026.png",Available in GL,6 de marzo de 2025,6 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,6 de marzo de 2025,28 de marzo de 2024,Orsterra,318,368,237,287,256,306,2 de noviembre de 2022,"3,31",E (3.99 - 0.00),Yes,3.252,4.072,Fame,14 de enero de 2021,D,"9,2",ライオネル,Warrior,Flamesgrace,Chance Encounters,Available in GL,30 de octubre de 2025,19 de diciembre de 2024,404,469,358,423,286,356,275,310,Ultimate not worth,"Ice, Sword"
Solon,No,"Character%20List/Tome%2042.png, Character%20List/Spear_Polearm%2035.png, Character%20List/Fire%2066.png",Available in GL,22 de mayo de 2025,24 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,22 de mayo de 2025,11 de enero de 2024,Orsterra,236,286,394,459,310,360,21 de febrero de 2024,"8,14",A (8.49 - 7.00),Never,3.076,3.736,Wealth,16 de febrero de 2023,A,"9,7",ソロン,Scholar,Memoir,Traveler of Memories,Available in JP,,25 de septiembre de 2025,271,321,321,371,592,682,233,283,U Lv10 Game Changer,"Fire, Polearm, Tome"
Soleil,No,"Character%20List/Axe%2040.png, Character%20List/Light%2060.png",Available in GL,6 de marzo de 2025,28 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,6 de marzo de 2025,28 de marzo de 2024,Orsterra,218,268,361,426,228,278,22 de febrero de 2023,"4,08",D (4.99 - 4.00),Yes,3.215,4.035,Power,24 de junio de 2021,C,"9,4",ソレイユ,Apothecary,Sufrataljah,Chance Encounters,Unavailable,,,332,382,383,433,388,458,276,326,Ultimate not worth,"Axe, Light"
Therion,No,"Character%20List/Dagger%2040.png, Character%20List/Fire%2070.png",Available in GL,23 de enero de 2025,27 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,10 de julio de 2025,8 de agosto de 2024,Orsterra,318,368,301,351,228,278,24 de noviembre de 2022,"6,38",B (6.99 - 6.00),Yes,2.892,3.712,Wealth,1 de enero de 2022,D,"9,2",テリオン,Thief,Cragspear,Chance Encounters,Available in JP,,5 de junio de 2025,378,443,255,275,332,412,445,510,Leave it at U Lv9,"Dagger, Fire"
Zenia,Yes,"Character%20List/Axe%2046.png, Character%20List/Dark%2062.png",Available in GL,10 de julio de 2025,30 de mayo de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,10 de julio de 2025,30 de mayo de 2024,Orsterra,213,263,466,531,217,267,11 de octubre de 2023,"6,89",B (6.99 - 6.00),Never,3.090,3.910,Power,1 de junio de 2022,B,"9,6",ゼニア,Apothecary,Grandport,Sacred Blaze Guidance,Unavailable,,,295,345,342,392,498,568,236,286,A4 before U Lv10,"Axe, Dark"
Locke,Unreleased in GL,"Character%20List/Dagger%2024.png, Character%20List/Bow%2021.png, Character%20List/Fire%2035.png, Character%20List/Ice%2027.png, Character%20List/Lightning%207.png",Available in JP,,28 de agosto de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,28 de agosto de 2025,World of Balance (Final Fantasy VI),338,388,216,266,228,278,,,,Never,2.892,3.712,Wealth,28 de agosto de 2025,S+,"9,9",ロック,Thief,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,,28 de agosto de 2025,463,528,265,285,352,432,435,500,,"Bow, Dagger, Fire, Ice, Lightning"
Crick,Yes,"Character%20List/Sword%2010.png, Character%20List/Staff_Staves%204.png, Character%20List/Light%2013.png",Available in GL,27 de noviembre de 2025,21 de noviembre de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,27 de noviembre de 2025,21 de noviembre de 2024,Solistia,278,328,207,257,331,381,27 de noviembre de 2025,"8,6",S (9.49 - 8.50),Never,3.462,4.282,Approval,21 de noviembre de 2024,S,"9,8",クリック,Warrior,Memoir Logs,Memoirs of Solistia,Available in GL,27 de noviembre de 2025,21 de noviembre de 2024,354,419,398,463,336,406,235,270,,"Light, Staff, Sword"
Final Emperor,Unreleased in GL,"Character%20List/Sword%2021.png, Character%20List/Polearm%203.png, Character%20List/Dagger%2016.png, Character%20List/Axe%2012.png, Character%20List/Bow%2011.png, Character%20List/Staff%201.png, Character%20List/Fire%2021.png, Character%20List/Ice%2013.png, Character%20List/Lightning%205.png, Character%20List/Light%2023.png, Character%20List/Dark%2020.png",Available in JP,,5 de febrero de 2026,5 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,5 de febrero de 2026,Empire of Avalon (Romancing SaGa 2),323,373,267,317,301,351,,,,Never,3.782,4.602,Power,5 de febrero de 2026,S+,10,最終皇帝(男),Warrior,Memoir,Romancing SaGa 2 Crossover Guidance,Available in JP,,5 de febrero de 2026,554,619,388,453,346,416,320,355,,"Axe, Bow, Dagger, Dark, Fire, Ice, Light, Lightning, Polearm, Staff, Sword"
Alfyn,No,"Character%20List/Axe%202.png, Character%20List/Ice%202.png",Available in GL,23 de enero de 2025,27 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,10 de julio de 2025,8 de agosto de 2024,Orsterra,268,318,286,351,238,288,30 de noviembre de 2022,"5,64",C (5.99 - 5.00),Yes,3.235,4.055,Fame,17 de marzo de 2022,C,"9,4",アーフェン,Apothecary,Clearbrook,Chance Encounters,Unavailable,,,380,430,392,442,383,453,256,306,Leave it at U Lv9,"Axe, Ice"
Sowan,Yes,"Character%20List/Axe%2041.png, Character%20List/Light%2061.png, Character%20List/Dark%2052.png",Available in GL,2 de octubre de 2025,1 de agosto de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,2 de octubre de 2025,1 de agosto de 2024,Solistia,249,299,406,471,238,288,2 de octubre de 2025,"8,67",S (9.49 - 8.50),Never,3.200,4.020,Domination,1 de agosto de 2024,B,"9,6",ソワン,Apothecary,Memoir Logs,Sacred Blaze Guidance,Available in JP,,27 de febrero de 2025,420,470,272,322,393,463,250,300,,"Axe, Dark, Light"
Rinyuu,No,"Character%20List/Staff_Staves%2028.png, Character%20List/Bow%2033.png, Character%20List/Lightning_Thunder%2037.png",Available in GL,27 de marzo de 2025,19 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,27 de marzo de 2025,19 de octubre de 2023,Orsterra,253,288,370,435,424,489,18 de octubre de 2023,"7,83",A (8.49 - 7.00),Never,2.702,3.442,Fame,30 de junio de 2022,A,"9,7",リンユウ,Cleric,Memoir,Traveler of Memories,Unavailable,,,241,291,322,372,485,565,286,336,Ultimate not worth,"Bow, Lightning, Staff"
Tahir,,"Character%20List/Sword%2057.png, Character%20List/Fire%2068.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,23 de mayo de 2024,Orsterra,325,375,237,287,249,299,27 de julio de 2022,,,Yes,3.244,4.064,Fame,28 de octubre de 2020,F,8,ターヒル,Warrior,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,6 de enero de 2025,391,456,338,403,282,352,278,313,,"Fire, Sword"
Eliza,No,"Character%20List/Sword%2014.png, Character%20List/Light%2019.png",Available in GL,13 de febrero de 2025,14 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,,29 de agosto de 2024,Orsterra,278,328,337,387,251,301,14 de septiembre de 2022,"3,85",E (3.99 - 0.00),Yes,3.092,3.912,Power,25 de marzo de 2021,D,"9,2",エリザ,Warrior,Cathedral of Thytos,Chance Encounters,Available in GL,30 de octubre de 2025,5 de diciembre de 2024,359,424,338,403,368,438,280,315,Ultimate not worth,"Light, Sword"
Miles,No,"Character%20List/Sword%2033.png, Character%20List/Light%2040.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,5 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,21 de diciembre de 2023,Orsterra,311,361,241,291,261,311,27 de julio de 2022,,,Yes,3.230,4.050,Power,28 de octubre de 2020,F,8,マイルズ,Warrior,Emberglow,Chance Encounters,Available in GL,30 de octubre de 2025,21 de noviembre de 2024,378,443,352,417,291,361,274,309,,"Light, Sword"
Agnea,Yes (CN only),"Character%20List/Fan.png, Character%20List/Wind.png",Available in GL,23 de enero de 2025,28 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,23 de enero de 2025,28 de octubre de 2023,Solistia,262,297,402,467,337,387,23 de enero de 2025,7,A (8.49 - 7.00),Never,2.776,3.596,Approval,28 de octubre de 2023,B,"9,6",アグネア,Dancer,Memoir Logs,Memoirs of Solistia,Available in JP,,20 de marzo de 2025,235,285,235,285,544,614,382,447,,"Fan, Wind"
Celes,Unreleased in GL,"Character%20List/Sword%209.png, Character%20List/Ice%207.png, Character%20List/Light%2011.png",Available in JP,,25 de septiembre de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,25 de septiembre de 2025,World of Balance (Final Fantasy VI),263,313,442,492,281,331,,,,Never,3.072,3.892,Domination,25 de septiembre de 2025,S,"9,8",セリス,Warrior,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,,25 de septiembre de 2025,284,349,333,398,336,406,285,320,,"Ice, Light, Sword"
Final Empress,Unreleased in GL,"Character%20List/Tome%2012.png, Character%20List/Fire%2022.png, Character%20List/Wind%2015.png, Character%20List/Light%2024.png",Available in JP,,5 de febrero de 2026,5 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,5 de febrero de 2026,Empire of Avalon (Romancing SaGa 2),251,301,554,619,385,435,,,,Never,3.276,3.936,Power,5 de febrero de 2026,S+,10,最終皇帝(女),Scholar,Memoir,Romancing SaGa 2 Crossover Guidance,Available in JP,,5 de febrero de 2026,251,301,336,386,662,752,293,343,,"Fire, Light, Tome, Wind"
Kazan,Unreleased in GL,"Character%20List/Tome%2019.png, Character%20List/Fire%2032.png, Character%20List/Wind%2021.png",Available in JP,,19 de junio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,19 de junio de 2025,Solistia,321,371,454,519,315,365,,,,Never,2.826,3.486,Domination,19 de junio de 2025,S,"9,8",カザン,Scholar,Memoir Logs,Memoirs of Solistia,Available in JP,,19 de junio de 2025,216,266,256,306,582,672,243,293,,"Fire, Tome, Wind"
Lars,No,"Character%20List/Sword%2029.png, Character%20List/Wind%2024.png",Available in GL,15 de mayo de 2025,4 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,15 de mayo de 2025,11 de abril de 2024,Orsterra,328,378,257,307,251,301,1 de marzo de 2023,"5,5",C (5.99 - 5.00),Yes,3.162,3.982,Power,7 de octubre de 2021,E,"9,1",ラース,Warrior,Sufrataljah,Chance Encounters,Available in GL,30 de octubre de 2025,29 de mayo de 2025,419,484,308,373,301,371,315,350,A1 then U Lv10,"Sword, Wind"
Hikari EX,Yes,"Character%20List/Staff_Staves%2010.png, Character%20List/Fire%2028.png, Character%20List/Ice%2017.png, Character%20List/Lightning_Thunder%2014.png, Character%20List/Wind%2019.png, Character%20List/Light%2028.png",Available in GL,4 de diciembre de 2025,1 de enero de 2025,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,4 de diciembre de 2025,1 de enero de 2025,Solistia,298,333,525,590,334,399,4 de diciembre de 2025,"9,55",S+ (10.00 - 9.50),Never,2.812,3.552,Domination,1 de enero de 2025,S,"9,8",ヒカリEx,Cleric,Memoir Logs,Memoirs of Solistia,Available in GL,4 de diciembre de 2025,1 de enero de 2025,246,296,267,317,460,540,241,291,,"Fire, Ice, Light, Lightning, Staff, Wind"
O. Odio,Yes,"Character%20List/Sword%2038.png, Character%20List/Fire%2045.png, Character%20List/Dark%2034.png",Available in GL,22 de enero de 2026,4 de julio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,22 de enero de 2026,4 de julio de 2024,Dominion of Hate (Live A Live),353,403,227,277,236,286,10 de julio de 2024,"7,88",A (8.49 - 7.00),Never,3.092,3.912,Fame,30 de marzo de 2023,B,"9,5",オディオ・O,Warrior,Memoir,Live A Live Crossover Guidance,Available in JP,,,469,534,323,388,331,401,290,325,Leave it at U Lv9,"Dark, Fire, Sword"
Rita,,"Character%20List/Axe%2033.png, Character%20List/Wind%2045.png",Available in GL,16 de enero de 2025,14 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,29 de agosto de 2024,Orsterra,227,277,306,371,228,278,27 de julio de 2022,,,Yes,3.223,4.043,Power,28 de octubre de 2020,F,8,リタ,Apothecary,Clearbrook,Chance Encounters,Available in GL,30 de octubre de 2025,8 de mayo de 2025,335,385,389,439,390,460,281,331,,"Axe, Wind"
Fiore EX,No,Character%20List/Fan%2012.png,Available in GL,14 de agosto de 2025,8 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,14 de agosto de 2025,25 de julio de 2024,Orsterra,333,368,237,302,241,291,9 de agosto de 2023,"6,67",B (6.99 - 6.00),Never,3.222,4.042,Fame,8 de agosto de 2022,A,"9,7",フィオルEx,Dancer,Rippletide,The Marine Travelers,Available in JP,,14 de agosto de 2025,404,454,343,393,286,356,310,375,Leave it at U Lv9,Fan
S. Odio,Yes,"Character%20List/Staff_Staves%2029.png, Character%20List/Fire%2058.png, Character%20List/Dark%2049.png",Available in GL,22 de enero de 2026,4 de julio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,22 de enero de 2026,4 de julio de 2024,Dominion of Hate (Live A Live),218,253,460,525,339,404,10 de julio de 2024,5,C (5.99 - 5.00),Never,2.722,3.462,Power,30 de marzo de 2023,B,"9,5",オディオ・S,Cleric,Memoir,Live A Live Crossover Guidance,Available in JP,,,226,276,282,332,525,605,341,391,A1 then U Lv10,"Dark, Fire, Staff"
