Name,Adjusted Character,Attributes,Blessing of the Lantern,BotL Date in GL,BotL Date in JP,BotL Lv.2 Date in JP,BotL Lv.2 in JP,Class,Class Breakthrough,Class Breakthrough Date in GL,Class Breakthrough Date in JP,Continent,Crit,Crit (Lv. 120),E.Atk,E.Atk (Lv. 120),E.Def,E.Def (Lv. 120),GL Release Date,GL Score,GL Tier,General pool,HP,HP (Lv. 120),Influence,JP Release Date,JP Tier,JP game8 Score,Japanese Name,Job,Location,Obtained from,Overcharge,Overcharge Date in GL,Overcharge Date in JP,P.Atk,P.Atk (Lv. 120),P.Def,P.Def (Lv. 120),SP,SP (Lv. 120),Spd,Spd (Lv. 120),Weakness to hit
Kagemune,No,"Character%20List/Dagger%2024.png, Character%20List/Fire%2041.png, Character%20List/Ice%2024.png, Character%20List/Wind%2031.png",Available in GL,6 de noviembre de 2025,19 de diciembre de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,6 de noviembre de 2025,6 de enero de 2025,Solistia,378,428,236,286,178,228,6 de noviembre de 2025,"6,67",B (6.99 - 6.00),Never,2862,3682,Domination,19 de diciembre de 2024,B | 9.6-9.5,"9,5",カゲムネ,Thief,Memoir Logs,Tourney,Available in GL,6 de noviembre de 2025,6 de enero de 2025,423,488,205,225,352,432,460,525,"Dagger, Fire, Ice, Wind"
Gloria,No,"Character%20List/Staff_Staves%2020.png, Character%20List/Ice%2025.png, Character%20List/Light%2033.png",Available in GL,3 de abril de 2025,22 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,3 de abril de 2025,22 de noviembre de 2023,Excillant (BRAVELY DEFAULT II),278,313,435,500,384,449,3 de abril de 2025,"7,6",A (8.49 - 7.00),Never,2782,3522,Fame,22 de noviembre de 2023,B | 9.6-9.5,"9,5",グローリア,Cleric,Memoir,BRAVELY DEFAULT Crossover Guidance,Available in GL,14 de mayo de 2026,,231,281,302,352,460,540,271,321,"Ice, Light, Staff"
Temenos,No,"Character%20List/Staff_Staves%2021.png, Character%20List/Light%2034.png",Available in GL,23 de enero de 2025,28 de octubre de 2023,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,23 de enero de 2025,28 de octubre de 2023,Solistia,258,293,410,475,399,464,23 de enero de 2025,"6,43",B (6.99 - 6.00),Never,2712,3452,Domination,28 de octubre de 2023,C | 9.4-9.3,"9,4",テメノス,Cleric,Memoir Logs,Memoirs of Solistia,Available in GL,27 de noviembre de 2025,21 de noviembre de 2024,261,311,297,347,460,540,296,346,"Light, Staff"
Cyrus EX,No,"Character%20List/Sword%2028.png, Character%20List/Fire%2042.png, Character%20List/Lightning%203.png, Character%20List/Wind%2032.png",Available in GL,12 de febrero de 2026,13 de febrero de 2025,18 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,12 de febrero de 2026,13 de febrero de 2025,Overworld (Dragon Quest III),273,323,412,462,251,301,12 de febrero de 2026,"6,32",B (6.99 - 6.00),Never,3052,3872,Approval,13 de febrero de 2025,A | 9.7,"9,7",サイラスEx,Warrior,Memoir,Dragon Quest III Crossover Guidance,Available in GL,12 de febrero de 2026,13 de febrero de 2025,434,499,298,363,346,416,235,270,"Fire, Lightning, Sword, Wind"
Cecil,No,"Character%20List/Sword%2029.png, Character%20List/Light%2035.png, Character%20List/Dark%2030.png",Available in GL,17 de julio de 2025,20 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,17 de julio de 2025,20 de junio de 2024,Earth (Final Fantasy IV),323,373,207,257,281,331,17 de julio de 2025,"8,92",S (9.49 - 8.50),Never,3252,4072,Fame,20 de junio de 2024,A | 9.7,"9,7",セシル,Warrior,Memoir,Free (Collab Traveler Story),Available in GL,30 de octubre de 2025,19 de diciembre de 2024,399,464,358,423,296,366,255,290,"Dark, Light, Sword"
Yunnie,No,"Character%20List/Bow%2018.png, Character%20List/Sword%2030.png, Character%20List/Spear_Polearm%2026.png, Character%20List/Axe%2023.png, Character%20List/Fire%2043.png",Available in GL,1 de mayo de 2025,31 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,1 de mayo de 2025,31 de enero de 2024,Orsterra,375,440,240,290,233,253,15 de febrero de 2023,"6,31",B (6.99 - 6.00),Never,3042,3862,Fame,21 de julio de 2021,E | 9.0,9,ユーニィ,Hunter,Grandport,Tourney,Unavailable,,,407,472,218,268,381,461,350,400,"Axe, Bow, Fire, Polearm, Sword"
Ophilia EX,Yes,"Character%20List/Tome%2027.png, Character%20List/Fire%2044.png, Character%20List/Ice%2026.png, Character%20List/Lightning_Thunder%2028.png, Character%20List/Wind%2033.png, Character%20List/Light%2036.png, Character%20List/Dark%2031.png",Available in GL,17 de julio de 2025,20 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,17 de julio de 2025,20 de junio de 2024,Orsterra,236,286,439,504,330,380,17 de julio de 2025,"7,17",A (8.49 - 7.00),Never,2756,3416,Fame,20 de junio de 2024,D | 9.2-9.1,"9,2",オフィーリアEx,Scholar,Memoir,Final Fantasy IV Crossover Guidance,Available in JP,,19 de diciembre de 2024,226,276,286,336,612,702,288,338,"Dark, Fire, Ice, Light, Lightning, Tome, Wind"
O. Odio,Yes,"Character%20List/Sword%2031.png, Character%20List/Fire%2045.png, Character%20List/Dark%2032.png",Available in GL,22 de enero de 2026,4 de julio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,22 de enero de 2026,4 de julio de 2024,Dominion of Hate (Live A Live),353,403,227,277,236,286,10 de julio de 2024,"7,88",A (8.49 - 7.00),Never,3092,3912,Fame,30 de marzo de 2023,D | 9.2-9.1,"9,2",オディオ・O,Warrior,Memoir,Live A Live Crossover Guidance,Available in JP,,,469,534,323,388,331,401,290,325,"Dark, Fire, Sword"
Aoi,No,"Character%20List/Sword%2032.png, Character%20List/Lightning%204.png, Character%20List/Wind%2034.png",Available in GL,23 de abril de 2026,19 de junio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,23 de abril de 2026,19 de junio de 2025,Solistia,288,338,242,292,231,281,23 de abril de 2026,,,Never,3212,4032,Domination,19 de junio de 2025,B | 9.6-9.5,"9,5",アオイ,Warrior,Memoir Logs,Tourney,Available in GL,23 de abril de 2026,19 de junio de 2025,439,504,293,358,306,376,345,380,"Lightning, Sword, Wind"
Viola EX,No,"Character%20List/Tome%2028.png, Character%20List/Fire%2046.png, Character%20List/Ice%2027.png, Character%20List/Light%2037.png",Available in GL,12 de febrero de 2026,13 de febrero de 2025,18 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,12 de febrero de 2026,13 de febrero de 2025,Overworld (Dragon Quest III),201,251,489,554,310,360,12 de febrero de 2026,"7,36",A (8.49 - 7.00),Never,2896,3556,Opulence,13 de febrero de 2025,A | 9.7,"9,7",ヴィオラEx,Scholar,Memoir,Dragon Quest III Crossover Guidance,Available in GL,12 de febrero de 2026,13 de febrero de 2025,221,271,246,296,572,662,318,368,"Fire, Ice, Light, Tome"
Magnolia,Yes,"Character%20List/Spear_Polearm%2027.png, Character%20List/Lightning_Thunder%2029.png",Available in GL,17 de abril de 2025,7 de diciembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,17 de abril de 2025,7 de diciembre de 2023,Luxendarc (BRAVELY DEFAULT),281,316,240,290,270,320,17 de abril de 2025,"7,75",A (8.49 - 7.00),Never,3360,4260,Power,7 de diciembre de 2023,C | 9.4-9.3,"9,3",マグノリア,Merchant,Memoir,BRAVELY DEFAULT Crossover Guidance,Available in GL,14 de mayo de 2026,,454,519,348,398,332,412,240,275,"Lightning, Polearm"
Rai Mei,Yes,"Character%20List/Spear_Polearm%2028.png, Character%20List/Sword%2033.png, Character%20List/Fire%2047.png, Character%20List/Lightning_Thunder%2030.png, Character%20List/Light%2038.png, Character%20List/Dark%2033.png",Available in GL,4 de diciembre de 2025,1 de enero de 2025,25 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,4 de diciembre de 2025,1 de enero de 2025,Solistia,281,316,455,505,265,315,4 de diciembre de 2025,"7,78",A (8.49 - 7.00),Never,3240,4140,Approval,1 de enero de 2025,B | 9.6-9.5,"9,5",ライ・メイ,Merchant,Memoir Logs,Memoirs of Solistia,Available in GL,4 de diciembre de 2025,1 de enero de 2025,289,354,298,348,442,522,230,265,"Dark, Fire, Light, Lightning, Polearm, Sword"
Molrusso EX,No,"Character%20List/Fan%2021.png, Character%20List/Sword%2034.png, Character%20List/Axe%2024.png, Character%20List/Staff%202.png, Character%20List/Tome%2029.png, Character%20List/Fire%2048.png",Available in GL,12 de febrero de 2026,13 de febrero de 2025,18 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,12 de febrero de 2026,13 de febrero de 2025,Overworld (Dragon Quest III),322,357,317,382,282,332,12 de febrero de 2026,"9,63",S+ (10.00 - 9.50),Never,2786,3606,Domination,13 de febrero de 2025,S | 9.8,"9,8",モルルッソEx,Dancer,Memoir,Dragon Quest III Crossover Guidance,Available in GL,12 de febrero de 2026,13 de febrero de 2025,390,440,220,270,469,539,362,427,"Axe, Fan, Fire, Staff, Sword, Tome"
Dark Knight,No,"Character%20List/Sword%2035.png, Character%20List/Dark%2034.png",Available in GL,18 de diciembre de 2025,16 de enero de 2025,19 de marzo de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,18 de diciembre de 2025,16 de enero de 2025,Orsterra,338,388,232,282,266,316,18 de diciembre de 2025,"9,8",S+ (10.00 - 9.50),Never,3232,4052,Power,16 de enero de 2025,S | 9.8,"9,8",黒の騎士,Warrior,Memoir,Champion of Memories,Available in GL,18 de diciembre de 2025,16 de enero de 2025,469,534,353,418,316,386,285,320,"Dark, Sword"
Ditraina EX,Yes,"Character%20List/Bow%2019.png, Character%20List/Fire%2049.png, Character%20List/Ice%2028.png, Character%20List/Lightning_Thunder%2031.png, Character%20List/Wind%2035.png, Character%20List/Light%2039.png, Character%20List/Dark%2035.png",Available in GL,13 de noviembre de 2025,24 de octubre de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,13 de noviembre de 2025,24 de octubre de 2024,Orsterra,345,410,275,325,253,273,13 de noviembre de 2025,"8,89",S (9.49 - 8.50),Never,2927,3747,Power,24 de octubre de 2024,B | 9.6-9.5,"9,5",ディトレイナEx,Hunter,Memoir,Traveler of Memories,Available in GL,13 de noviembre de 2025,24 de octubre de 2024,452,517,228,278,426,506,330,380,"Bow, Dark, Fire, Ice, Light, Lightning, Wind"
Lynette,No,"Character%20List/Fan%2022.png, Character%20List/Fire%2050.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,28 de marzo de 2024,Orsterra,272,307,402,467,342,392,27 de julio de 2022,6,B (6.99 - 6.00),Yes,2786,3606,Power,28 de octubre de 2020,C | 9.4-9.3,"9,3",リネット,Dancer,Cragspear,Chance Encounters,Available in JP,,27 de marzo de 2025,250,300,240,290,499,569,342,407,"Fan, Fire"
Elrica EX,Yes,"Character%20List/Dagger%2025.png, Character%20List/Sword%2036.png, Character%20List/Spear_Polearm%2029.png, Character%20List/Axe%2025.png, Character%20List/Bow%2020.png, Character%20List/Staff_Staves%2022.png, Character%20List/Tome%2030.png, Character%20List/Fan%2023.png, Character%20List/Lightning_Thunder%2032.png",Available in GL,13 de noviembre de 2025,24 de octubre de 2024,22 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,13 de noviembre de 2025,24 de octubre de 2024,Orsterra,348,398,226,276,273,323,13 de noviembre de 2025,"8,5",S (9.49 - 8.50),Never,2832,3652,Power,24 de octubre de 2024,B | 9.6-9.5,"9,6",エリカEx,Thief,Memoir,Traveler of Memories,Available in GL,13 de noviembre de 2025,24 de octubre de 2024,423,488,280,300,332,412,420,485,"Axe, Bow, Dagger, Fan, Lightning, Polearm, Staff, Sword, Tome"
Noel,Unreleased in GL,"Character%20List/Dagger%2026.png, Character%20List/Sword%2037.png, Character%20List/Polearm%201.png, Character%20List/Axe%2026.png, Character%20List/Bow%2021.png, Character%20List/Staff%203.png, Character%20List/Tome%2031.png, Character%20List/Fan%2024.png, Character%20List/Fire%2051.png, Character%20List/Ice%2029.png, Character%20List/Wind%2036.png",Available in JP,,19 de febrero de 2026,19 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,19 de febrero de 2026,Empire of Avalon (Romancing SaGa 2),288,338,226,276,348,398,,,,Never,3462,4282,Fame,19 de febrero de 2026,S++ | 10.0,10,七英雄ノエル,Thief,Memoir,Romancing SaGa 2 Crossover Guidance,Available in JP,,19 de febrero de 2026,593,658,385,405,402,482,360,425,"Axe, Bow, Dagger, Fan, Fire, Ice, Polearm, Staff, Sword, Tome, Wind"
Jillmeila,No,"Character%20List/Bow%2022.png, Character%20List/Dark%2036.png",Available in GL,27 de febrero de 2025,17 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,21 de agosto de 2025,15 de agosto de 2024,Orsterra,405,470,276,326,254,274,15 de febrero de 2023,4,D (4.99 - 4.00),Yes,2902,3722,Power,9 de septiembre de 2021,F+ | 8.5,"8,5",ジルメイラ,Hunter,I'cirlo,Chance Encounters,Unavailable,,,403,468,226,276,375,455,340,390,"Bow, Dark"
Rondo EX,No,"Character%20List/Sword%2038.png, Character%20List/Dagger%2027.png, Character%20List/Tome%2032.png, Character%20List/Ice%2030.png, Character%20List/Light%2040.png, Character%20List/Dark%2037.png",Available in GL,23 de abril de 2026,31 de julio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,23 de abril de 2026,31 de julio de 2025,Orsterra,266,316,484,549,310,360,23 de abril de 2026,,,Never,2936,3596,Fame,31 de julio de 2025,S | 9.8,"9,8",ロンドEx,Scholar,Memoir,Tidal Travelers,Available in GL,23 de abril de 2026,31 de julio de 2025,201,251,246,296,572,662,273,323,"Dagger, Dark, Ice, Light, Sword, Tome"
Scarecrow,No,"Character%20List/Bow%2023.png, Character%20List/Wind%2037.png",Available in GL,16 de enero de 2025,22 de junio de 2023,6 de noviembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,,11 de abril de 2024,Orsterra,410,475,230,280,263,283,27 de julio de 2022,"4,15",D (4.99 - 4.00),Yes,3072,3892,Fame,28 de octubre de 2020,F | 8.0,8,スケアクロウ,Hunter,Sheperd's Rock,Chance Encounters,Available in GL,,24 de octubre de 2024,377,442,223,273,376,456,345,395,"Bow, Wind"
Eltrix EX,No,"Character%20List/Sword%2039.png, Character%20List/Axe%2027.png, Character%20List/Bow%2024.png, Character%20List/Ice%2031.png",Available in GL,23 de abril de 2026,31 de julio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,23 de abril de 2026,31 de julio de 2025,Orsterra,285,350,445,495,258,278,23 de abril de 2026,,,Never,3202,4022,Wealth,31 de julio de 2025,B | 9.6-9.5,"9,5",エルトリクスEx,Hunter,Memoir,Tidal Travelers,Available in GL,23 de abril de 2026,31 de julio de 2025,292,357,228,278,386,466,330,380,"Axe, Bow, Ice, Sword"
Castti EX,No,"Character%20List/Fan%2025.png, Character%20List/Ice%2032.png, Character%20List/Wind%2038.png",Available in GL,26 de febrero de 2026,8 de mayo de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,26 de febrero de 2026,8 de mayo de 2025,Solistia,297,332,502,567,272,322,26 de febrero de 2026,"8,19",A (8.49 - 7.00),Never,2976,3796,Approval,8 de mayo de 2025,B | 9.6-9.5,"9,6",キャスティEx,Dancer,Memoir Logs,Memoirs of Solistia,Available in GL,26 de febrero de 2026,8 de mayo de 2025,220,270,200,250,504,574,337,402,"Fan, Ice, Wind"
Edgar,Unreleased in GL,"Character%20List/Polearm%202.png, Character%20List/Axe%2028.png, Character%20List/Bow%2025.png, Character%20List/Light%2041.png",Available in JP,11 de junio de 2026,28 de agosto de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,11 de junio de 2026,28 de agosto de 2025,World of Balance (Final Fantasy VI),261,296,225,275,290,340,11 de junio de 2026,,,Never,3440,4340,Fame,28 de agosto de 2025,S | 9.8,"9,8",エドガー,Merchant,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,11 de junio de 2026,28 de agosto de 2025,414,479,358,408,382,462,225,260,"Axe, Bow, Light, Polearm"
Feintz,Unreleased in GL,"Character%20List/Sword%2040.png, Character%20List/Polearm%203.png, Character%20List/Fire%2052.png",Available in JP,,6 de noviembre de 2025,6 de noviembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,6 de noviembre de 2025,Orsterra,363,413,247,297,301,351,,,,Never,3612,4432,Power,6 de noviembre de 2025,B | 9.6-9.5,"9,6",フェインツ,Warrior,Memoir,Traveler of Memories,Available in JP,,6 de noviembre de 2025,489,554,378,443,396,466,390,425,"Fire, Polearm, Sword"
Soleil,No,"Character%20List/Axe%2029.png, Character%20List/Light%2042.png",Available in GL,6 de marzo de 2025,28 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,6 de marzo de 2025,28 de marzo de 2024,Orsterra,218,268,361,426,228,278,22 de febrero de 2023,"4,08",D (4.99 - 4.00),Yes,3215,4035,Power,24 de junio de 2021,E | 9.0,9,ソレイユ,Apothecary,Sufrataljah,Chance Encounters,Unavailable,,,332,382,383,433,388,458,276,326,"Axe, Light"
Dark Priestess,No,Character%20List/Dark%2038.png,Available in GL,18 de diciembre de 2025,16 de enero de 2025,19 de marzo de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,18 de diciembre de 2025,16 de enero de 2025,Orsterra,292,327,487,552,322,372,18 de diciembre de 2025,"8,79",S (9.49 - 8.50),Never,2676,3496,Fame,16 de enero de 2025,A | 9.7,"9,7",黒の巫女,Dancer,Memoir,Champion of Memories,Available in GL,18 de diciembre de 2025,16 de enero de 2025,225,275,235,285,514,584,372,437,Dark
Therese EX,No,"Character%20List/Staff%204.png, Character%20List/Wind%2039.png, Character%20List/Lightning%205.png",Available in GL,12 de marzo de 2026,13 de marzo de 2025,18 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,12 de marzo de 2026,13 de marzo de 2025,Overworld (Dragon Quest III),253,288,450,515,329,394,12 de marzo de 2026,,,Never,2792,3532,Approval,13 de marzo de 2025,C | 9.4-9.3,"9,4",テレーズEx,Cleric,Memoir,Dragon Quest III Crossover Guidance,Available in GL,12 de marzo de 2026,13 de marzo de 2025,331,381,252,302,430,510,296,346,"Lightning, Staff, Wind"
Lars,No,"Character%20List/Sword%2041.png, Character%20List/Wind%2040.png",Available in GL,15 de mayo de 2025,4 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,15 de mayo de 2025,11 de abril de 2024,Orsterra,328,378,257,307,251,301,1 de marzo de 2023,"5,5",C (5.99 - 5.00),Yes,3162,3982,Power,7 de octubre de 2021,F | 8.0,8,ラース,Warrior,Sufrataljah,Chance Encounters,Available in GL,30 de octubre de 2025,29 de mayo de 2025,419,484,308,373,301,371,315,350,"Sword, Wind"
Crick,Yes,"Character%20List/Sword%2042.png, Character%20List/Staff_Staves%2023.png, Character%20List/Light%2043.png",Available in GL,27 de noviembre de 2025,21 de noviembre de 2024,,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,27 de noviembre de 2025,21 de noviembre de 2024,Solistia,278,328,207,257,331,381,27 de noviembre de 2025,"8,6",S (9.49 - 8.50),Never,3462,4282,Approval,21 de noviembre de 2024,B | 9.6-9.5,"9,6",クリック,Warrior,Memoir Logs,Memoirs of Solistia,Available in GL,27 de noviembre de 2025,21 de noviembre de 2024,354,419,398,463,336,406,235,270,"Light, Staff, Sword"
Hikari EX,Yes,"Character%20List/Staff_Staves%2024.png, Character%20List/Fire%2053.png, Character%20List/Ice%2033.png, Character%20List/Lightning_Thunder%2033.png, Character%20List/Wind%2041.png, Character%20List/Light%2044.png",Available in GL,4 de diciembre de 2025,1 de enero de 2025,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,4 de diciembre de 2025,1 de enero de 2025,Solistia,298,333,525,590,334,399,4 de diciembre de 2025,"9,55",S+ (10.00 - 9.50),Never,2812,3552,Domination,1 de enero de 2025,B | 9.6-9.5,"9,6",ヒカリEx,Cleric,Memoir Logs,Memoirs of Solistia,Available in GL,4 de diciembre de 2025,1 de enero de 2025,246,296,267,317,460,540,241,291,"Fire, Ice, Light, Lightning, Staff, Wind"
Warrior of Black Corrosion,Unreleased in GL,"Character%20List/Sword%2043.png, Character%20List/Dark%2039.png",Available in JP,,19 de marzo de 2026,19 de marzo de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,19 de marzo de 2026,Solistia,313,363,552,602,326,376,,,,Never,3732,4552,Domination,19 de marzo de 2026,S | 9.8,"9,8",黒蝕の剣士,Warrior,Memoir,Champion of Memories,Available in JP,,19 de marzo de 2026,349,414,358,423,366,436,290,325,"Dark, Sword"
Laura,,"Character%20List/Tome%2033.png, Character%20List/Lightning_Thunder%2034.png",Available in GL,16 de enero de 2025,22 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,14 de marzo de 2024,Orsterra,227,277,351,416,349,399,27 de julio de 2022,,,Yes,2890,3550,Power,28 de octubre de 2020,F+ | 8.5,9,ラウラ,Scholar,Theatropolis,Chance Encounters,Available in GL,30 de octubre de 2025,,255,305,293,343,552,642,275,325,"Lightning, Tome"
Heinz,,"Character%20List/Tome%2034.png, Character%20List/Dark%2040.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,26 de septiembre de 2024,Orsterra,225,275,349,414,343,393,27 de julio de 2022,,,Yes,2925,3585,Wealth,28 de octubre de 2020,F | 8.0,"8,5",ハインツ,Scholar,Cragspear,Chance Encounters,Available in GL,30 de octubre de 2025,16 de enero de 2025,250,300,296,346,544,634,273,323,"Dark, Tome"
Levina EX,No,"Character%20List/Fan%2026.png, Character%20List/Dagger%2028.png, Character%20List/Tome%2035.png, Character%20List/Lightning%206.png, Character%20List/Wind%2042.png",Available in GL,30 de abril de 2026,,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,30 de abril de 2026,,Orsterra,315,350,212,277,261,311,30 de abril de 2026,,,Never,2957,3777,Wealth,,,,レヴィーナEx,Dancer,Memoir,Traveler of Memories,Available in GL,30 de abril de 2026,,456,506,291,341,492,562,295,360,"Dagger, Fan, Lightning, Tome, Wind"
Locke,Unreleased in GL,"Character%20List/Dagger%2029.png, Character%20List/Bow%2026.png, Character%20List/Fire%2054.png, Character%20List/Ice%2034.png, Character%20List/Lightning%207.png",Available in JP,11 de junio de 2026,28 de agosto de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,11 de junio de 2026,28 de agosto de 2025,World of Balance (Final Fantasy VI),338,388,216,266,228,278,11 de junio de 2026,,,Never,2892,3712,Wealth,28 de agosto de 2025,S | 9.8,"9,8",ロック,Thief,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,11 de junio de 2026,28 de agosto de 2025,463,528,265,285,352,432,435,500,"Bow, Dagger, Fire, Ice, Lightning"
Cassia,Unreleased in GL,"Character%20List/Bow%2027.png, Character%20List/Wind%2043.png, Character%20List/Light%2045.png, Character%20List/Dark%2041.png",Available in JP,,30 de junio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,30 de junio de 2025,Solistia,355,420,265,315,263,283,,,,Never,3022,3842,Domination,30 de junio de 2025,B | 9.6-9.5,"9,5",ケイシア,Hunter,Memoir Logs,Sacred Blaze Guidance,Available in JP,,30 de junio de 2025,427,492,213,263,406,486,360,410,"Bow, Dark, Light, Wind"
Yomi,Unreleased in GL,"Character%20List/Fan%2027.png, Character%20List/Sword%2044.png, Character%20List/Ice%2035.png, Character%20List/Light%2046.png",Available in JP,,20 de noviembre de 2025,20 de noviembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,20 de noviembre de 2025,Solistia,277,312,467,532,392,442,,,,Never,3276,4096,Approval,20 de noviembre de 2025,A | 9.7,"9,7",ヨミ,Dancer,Memoir Logs,Memoirs of Solistia,Available in JP,,20 de noviembre de 2025,295,345,305,355,554,624,412,477,"Fan, Ice, Light, Sword"
Saint of the Twin Blazes,Unreleased in GL,"Character%20List/Sword%2045.png, Character%20List/Fire%2055.png, Character%20List/Light%2047.png, Character%20List/Dark%2042.png",Available in JP,,9 de abril de 2026,9 de abril de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,9 de abril de 2026,Orsterra,313,348,520,585,479,544,,,,Never,3272,4012,Power,9 de abril de 2026,S+ | 9.9,"9,9",双炎の聖者,Cleric,Memoir,Champion of Memories,Available in JP,,9 de abril de 2026,286,336,362,412,460,540,251,301,"Dark, Fire, Light, Sword"
Helga,,"Character%20List/Spear_Polearm%2030.png, Character%20List/Ice%2036.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,26 de septiembre de 2024,Orsterra,251,286,278,328,294,344,27 de julio de 2022,,,Yes,3464,4364,Power,28 de octubre de 2020,F | 8.0,"8,5",ヘルガ,Merchant,Cragspear,Chance Encounters,Available in GL,30 de octubre de 2025,5 de diciembre de 2024,352,417,350,400,317,397,223,258,"Ice, Polearm"
Nada,Unreleased in GL,"Character%20List/Tome%2036.png, Character%20List/Light%2048.png",Available in JP,,4 de diciembre de 2025,4 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,4 de diciembre de 2025,Solistia,316,366,509,574,370,420,,,,Never,3396,4056,Approval,4 de diciembre de 2025,B | 9.6-9.5,"9,5",ナーダ,Scholar,Memoir Logs,Memoirs of Solistia,Available in JP,,4 de diciembre de 2025,266,316,306,356,622,712,313,363,"Light, Tome"
Aviete,No,"Character%20List/Staff%205.png, Character%20List/Sword%2046.png, Character%20List/Polearm%204.png, Character%20List/Dagger%2030.png, Character%20List/Tome%2037.png, Character%20List/Fan%2028.png, Character%20List/Fire%2056.png, Character%20List/Ice%2037.png, Character%20List/Lightning%208.png, Character%20List/Wind%2044.png, Character%20List/Light%2049.png, Character%20List/Dark%2043.png",Available in GL,7 de mayo de 2026,17 de julio de 2025,,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,7 de mayo de 2026,17 de julio de 2025,Orsterra,228,263,435,500,389,454,7 de mayo de 2026,,,Never,2762,3502,Fame,17 de julio de 2025,S+ | 9.9,"9,9",アヴィーテ,Cleric,Memoir,Traveler of Memories,Available in GL,7 de mayo de 2026,17 de julio de 2025,216,266,302,352,450,530,331,381,"Dark, Fire, Ice, Light, Lightning, Staff, Wind"
